ID,address,city,country,name,postalCode,state
419,109 S Gilbert St,Danville,US,McDonald's,61832,IL
420,15 W Fairchild St,Danville,US,Hardee's,61832,IL
421,306 S Gilbert St,Danville,US,Long John Silver's,61832,IL
422,2565 Hart St,Vincennes,US,Arby's,47591,IN
423,639 N 13th St,Decatur,US,Taco Bell,46733,IN
424,1312 S 13th St,Decatur,US,Arby's,46733,IN
425,946 W Washington St,Pittsfield,US,Hardee's,62363,IL
426,705 W 7th St,Auburn,US,Penguin Point,46706,IN
427,450 W North St,Kendallville,US,Arby's,46755,IN
428,120 W North St,Kendallville,US,Wendy's,46755,IN
429,618 Fairview Blvd,Kendallville,US,Burger King,46755,IN
430,211 W North St,Kendallville,US,McDonald's,46755,IN
431,241 W US Highway 6,Ligonier,US,KFC,46767,IN
432,337 W Plaza Dr,Columbia City,US,Taco Bell,46725,IN
433,9 Corvette Dr,Litchfield,US,KFC,62056,IL
434,1502 W McClain Ave,Scottsburg,US,Wendy's,47170,IN
435,1205 W Weir St,Litchfield,US,Wendy's,62056,IL
436,2 Ohren Dr,Litchfield,US,McDonald's,62056,IL
437,1201 W Weir St,Litchfield,US,Taco Bell,62056,IL
438,1 Corvette Dr,Litchfield,US,Jack In The Box,62056,IL
439,2 Corvette Dr,Litchfield,US,Burger King,62056,IL
440,105 E Trefz Dr,Marshall,US,Burger King,62441,IL
441,1069 Sagamore Pkwy W,West Lafayette,US,Burger King,47906,IN
442,3416 16th St,Bedford,US,Wendy's,47421,IN
443,3216 29th St,Bedford,US,Arby's,47421,IN
444,1804 N Wayne St,Angola,US,Burger King,46703,IN
445,2601 16th St 270,Bedford,US,Burger King,47421,IN
446,613 Sagamore Pkwy W,West Lafayette,US,McDonald's,47906,IN
447,124 E State St,West Lafayette,US,McDonald's,47906,IN
448,409 N 13th St,Decatur,US,Wendy's,46733,IN
449,410 N 13th St,Decatur,US,McDonald's,46733,IN
450,334 N 13th St,Decatur,US,Burger King,46733,IN
451,1120 W 7th St,Auburn,US,Wendy's,46706,IN
452,111 Touring Dr,Auburn,US,Arby's,46706,IN
453,1126 W 7th St,Auburn,US,Taco Bell,46706,IN
454,1105 W 7th St,Auburn,US,Burger King,46706,IN
455,1801 N Broadway St,Greensburg,US,Wendy's,47240,IN
456,1918 N Lincoln St,Greensburg,US,Arby's,47240,IN
457,1903 N Lincoln St,Greensburg,US,McDonald's,47240,IN
458,1005 N Baldwin Ave,Marion,US,Arby's,46952,IN
459,1915 N Lincoln St,Greensburg,US,Taco Bell,47240,IN
460,2015 N State Road 3 Byp,Greensburg,US,Burger King,47240,IN
461,223 E Mcgalliard Rd,Muncie,US,Wendy's,47303,IN
462,1725 W Mcgalliard Rd,Muncie,US,Taco Bell,47304,IN
463,3301 N Chadam Ln,Muncie,US,McDonald's,47304,IN
464,601 S Tillotson Ave,Muncie,US,KFC,47304-4449,IN
465,511 W McGalliard Rd,Muncie,US,Chick-fil-A,47303,IN
466,3413 S Main St,Elkhart,US,Burger King,46517,IN
467,416 N Michigan St,South Bend,US,McDonald's,46601,IN
468,652 Spruce St,Dowagiac,US,McDonald's,49047,MI
469,1595 S Memorial Dr,New Castle,US,KFC,47362,IN
470,9229 W County Road 650 S,Knightstown,US,Burger King,46148,IN
471,1400 North Market Street,Sparta,US,Taco Bell,62286,IL
472,1515 E National Hwy,Washington,US,Taco Bell,47501,IN
473,210 E National Hwy,Washington,US,Wendy's,47501,IN
474,1447 E National Hwy,Washington,US,KFC,47501,IN
475,129 S Memorial Dr,New Castle,US,Hardee's,47362,IN
476,1906 N Walnut St,Hartford City,US,KFC,47348,IN
477,1903 N Walnut St,Hartford City,US,McDonald's,47348,IN
478,2003 N Walnut St,Hartford City,US,Burger King,47348,IN
479,450 S US Highway 231,Jasper,US,McDonald's,47546,IN
480,762 W 2nd St,Jasper,US,Hardee's,47546,IN
481,4130 N Newton St,Jasper,US,McDonald's,47546,IN
482,3592 Newton St,Jasper,US,Taco Bell,47546,IN
483,3739 Newton St,Jasper,US,Arby's,47546,IN
484,3565 Newton St,Jasper,US,Wendy's,47546,IN
485,1209 N Main St,Huntingburg,US,Wendy's,47542,IN
486,1328 South Heaton,Knox,US,Taco Bell,46534,IN
487,806 S Heaton St,Knox,US,Burger King,46534,IN
488,1411 S Heaton St,Knox,US,McDonald's,46534,IN
489,515 E Alto Rd,Kokomo,US,McDonald's,46902,IN
490,103 Frontage Rd,Huntington,US,Wendy's,46750,IN
491,2702 Guilford St,Huntington,US,Arby's,46750,IN
492,2810 N Jefferson St,Huntington,US,Taco Bell,46750,IN
493,2840 N Jefferson St,Huntington,US,KFC,46750,IN
494,1726 National Rd W,Richmond,US,SUBWAY,47374,IN
495,1725 E Main St,Richmond,US,McDonald's,47374,IN
496,400 Commerce Rd,Richmond,US,McDonald's,47374,IN
497,744 Clifty Dr,Madison,US,McDonald's,47250,IN
498,102 Franks Dr,Madison,US,Taco Bell,47250,IN
499,401 Clifty Dr,Madison,US,KFC,47250,IN
500,1221 Clifty Dr,Madison,US,Arby's,47250,IN
501,2111 Lafayette Ave,Terre Haute,US,McDonald's,47805,IN
502,1250 N National Rd,Columbus,US,Chick-Fil-A,47201,IN
503,2102 Franklin St,Michigan City,US,Rally's,46360,IN
504,2404 E Michigan Blvd,Michigan City,US,McDonald's,46360,IN
505,4359 Franklin St,Michigan City,US,KFC,46360,IN
506,701 Veterans Ave,Vandalia,US,Burger King,62471,IL
507,821 Veterans Ave,Vandalia,US,Wendy's,62471,IL
508,2737 Veterans Ave,Vandalia,US,KFC,62471,IL
509,820 Veterans Ave,Vandalia,US,McDonald's,62471,IL
510,2080 North State Road 3,North Vernon,US,Arby's,47265,IN
511,2750 Frederica St,Owensboro,US,McDonalds,42301,KY
512,4614 Frederica St,Owensboro,US,Arby's,42301,KY
513,16 E Germantown Pike,Norristown,US,Arby's,19401,PA
514,4263 Keaton Crossing Blvd,O Fallon,US,Subway,63368,MO
515,119 Ofallon Commons Dr,O Fallon,US,Subway,63368,MO
516,9701 Veterans Memorial Pkwy,O Fallon,US,Wendy's,63366,MO
517,110 Long Rd,Chesterfield,US,McDonald's,63005,MO
518,173 Long Rd Ste 106,Chesterfield,US,Goodcents Deli Fresh Subs,63005,MO
519,2760 Muegge Rd,Saint Charles,US,Wendy's,63303,MO
520,6251 Mid Rivers Mall Dr,Saint Charles,US,McDonald's,63304,MO
521,6325 Ronald Reagan Dr,Lake Saint Louis,US,SONIC Drive In,63367,MO
522,605 E Byron Nelson Blvd,Roanoke,US,Whataburger,76262,TX
523,2649 7th Ave E,Saint Paul,US,SUBWAY,55109,MN
524,1195 Greenmor Dr,Bessemer,US,McDonald's,35022,AL
525,300 Elm St,Farmington,US,SUBWAY,55024,MN
526,302 E Main St,Waynesboro,US,McDonald's,17268,PA
527,111 Merchant St,Winchester,US,McDonald's,22603,VA
528,333 E King St,Shippensburg,US,McDonald's,17257,PA
529,2212 Highway K,O Fallon,US,White Castle,63368,MO
530,1390 Mexico Loop Rd E,O Fallon,US,Wendy's,63366,MO
531,645 N Rand Rd,Lake Zurich,US,Culver's,60047,IL
532,1840 SW Gatlin Blvd,Port Saint Lucie,US,Taco Bell,34953,FL
533,1740 SW Gatlin Blvd,Port Saint Lucie,US,McDonalds,34953,FL
534,2200 Florida St,Mandeville,US,Wendy's,70448,LA
535,69340 Highway 21,Covington,US,Wendy's,70433,LA
536,71 Park Place Dr,Covington,US,Wendy's,70433,LA
537,5900 NW Expressway,Oklahoma City,US,Arby's,73132,OK
538,5590 NW Expressway,Oklahoma City,US,Church's Chicken,73132,OK
539,222 W 8th Ave,Homestead,US,KFC,15120,PA
540,66650 Van Dyke Rd,Washington,US,Wendy's,48095,MI
541,25900 Crocker Blvd,Harrison Township,US,McDonald's,48045,MI
542,1851 44th St SW Ste G,Wyoming,US,Jimmy John's,49519,MI
543,1901 Pocahontas Trl,Williamsburg,US,McDonald's,23185,VA
544,560 28th St SE,Grand Rapids,US,Taco Bell,49548,MI
545,178 Front St,Lincoln,US,SUBWAY,2865,RI
546,9301 Daniels Pkwy,Fort Myers,US,Wendy's,33912,FL
547,400 Gallery Blvd,Scarborough,US,KFC / Taco Bell,4074,ME
548,1927 W Franklin Blvd,Gastonia,US,McDonald's,28052,NC
549,14522 Lawyers Rd,Matthews,US,McDonald's,28104,NC
550,9541 Highway 5,Douglasville,US,Popeyes Louisiana Kitchen,30135-1511,GA
551,2117 Main Street,Julian,US,Jacks Grocery,92036,CA
552,117 West Ave,Elyria,US,Taco Bell,44035,OH
553,7 Front St,Berea,US,Mr Hero,44017,OH
554,15170 Bagley Rd,Cleveland,US,Wendy's,44130,OH
555,5985 Andrews Rd,Mentor,US,Wendy's,44060,OH
556,6815 Royalton Rd,North Royalton,US,Mr Hero,44133,OH
557,1831 S Dort Hwy,Flint,US,McDonald's,48503,MI
558,12 Stonebridge Blvd,Jackson,US,Krystal,38305,TN
559,3977 24th Ave,Fort Gratiot,US,Taco Bell,48059,MI
560,2021 N Highland Ave Ste A3,Jackson,US,Chick-fil-A,38305,TN
561,1380 Tamiami Trail,Port Charlotte,US,Arby's,33948,FL
562,275 Greenwich St,New York,US,Chipotle Mexican Grill,10007,NY
563,367 W 34th St,New York,US,SUBWAY®,10001,NY
564,2995 Vista Blvd,Sparks,US,Ernie's All American Burger,89434,NV
565,17234 Northwest Fwy,Houston,US,Whataburger,77040,TX
566,260 N County Line Rd,Jackson,US,McDonald's,8527,NJ
567,3810 US Highway 9,Howell,US,Taco Bell,7731,NJ
568,4510 US Highway 9,Howell,US,Wendy's,7731,NJ
569,191 Van Zile Rd,Brick,US,McDonald's,8724,NJ
570,3338 Rr 9,Freehold,US,Windmill Gourmet Fast Foods,7728,NJ
571,551 Susquehanna Blvd,Hazleton,US,Wendy's,18202,PA
572,58 Station Cir,Hazleton,US,SONIC Drive In,18202,PA
573,707 W Center St,West Bridgewater,US,Wendy's,2379,MA
574,12717 Shops Pkwy,Austin,US,SUBWAY,78738,TX
575,500 Route 73 S,Marlton,US,b.good,8053,NJ
576,1729 N Olden Avenue Ext,Trenton,US,Boston Market,8638,NJ
577,4201 Harbor Town Lane,Manitowoc,US,Arby's,54220,WI
578,202 Florida Ave SE,Denham Springs,US,McDonald's,70726,LA
579,110 Rushing Rd E,Denham Springs,US,McDonald's,70726,LA
580,1345 S Range Ave,Denham Springs,US,Sonic Drive-In,70726,LA
581,418 Florida Ave SE,Denham Springs,US,Taco Bell,70726,LA
582,257 South Hamilton St,Painted Post,US,Arby's,14870,NY
583,4914 Boydton Plank Rd,Petersburg,US,McDonald's,23803,VA
584,5412 Boydton Plank Rd,Petersburg,US,Hardee's,23803,VA
585,9526 State Route 30,Irwin,US,Dairy Queen,15642,PA
586,316 Butler Rd,Fredericksburg,US,McDonald's,22405,VA
587,9910 Southpoint Pkwy,Fredericksburg,US,Wendy's,22407,VA
588,9865 Jefferson Davis Hwy,Fredericksburg,US,Arby's,22408,VA
589,500 E Algonquin Rd,Algonquin,US,McDonald's,60102,IL
590,3551 Plank Rd,Fredericksburg,US,Taco Bell,22407,VA
591,607 E Main St,Luray,US,Hardee's,22835,VA
592,1020 US Highway 211 W,Luray,US,McDonald's,22835,VA
593,444 Route 37 E,Toms River,US,Wendy's,8753,NJ
594,931 Fischer Blvd,Toms River,US,Burger King,8753,NJ
595,371 Route 37 E,Toms River,US,McDonald's,8753,NJ
596,44 Route 37 E,Toms River,US,Burger King,8753,NJ
597,1402 Route 37 E,Toms River,US,Taco Bell,8753,NJ
598,146 Route 37 E,Toms River,US,Dunkin Donuts,8753,NJ
599,28 Morgan Sq,Berkeley Springs,US,McDonald's,25411,WV
600,2171 Millennium Blvd,Cortland,US,McDonald's,44410,OH
601,1060 Joppa Farm Rd,Joppa,US,Wendy's,21085,MD
602,14896 Front Beach Rd,Panama City Beach,US,Moe's Original Bar B Que,32413,FL
603,1725 Market Dr,Stillwater,US,Culver's,55082,MN
604,4201 Veterans Memorial Pkwy,Saint Peters,US,White Castle,63376,MO
605,299 Mid Rivers Mall Dr,Saint Peters,US,McDonald's,63376,MO
606,6082 Mid Rivers Mall Dr,Saint Charles,US,Taco Bell,63304,MO
607,1630 Jungermann Rd,Saint Charles,US,Taco Bell,63304,MO
608,4644 S Saint Peters Pkwy,Saint Charles,US,Subway,63304,MO
609,2202 Michigan Ave,Arnold,US,Jimmy John's,63010,MO
610,603 S Main St,O Fallon,US,Taco Bell,63366,MO
611,102 Fallon Pkwy,O Fallon,US,Taco Bell,63368,MO
612,910 Bryan Rd,O Fallon,US,Jack in the Box,63366,MO
613,2015 S Old Highway 94,Saint Charles,US,SONIC Drive In,63303,MO
614,970 Norland Ave,Chambersburg,US,Chick-fil-A,17201,PA
615,1932 Zumbehl Rd,Saint Charles,US,Penn Station East Coast Subs,63303,MO
616,625 Lincoln Way E,Chambersburg,US,Hardee's,17201,PA
617,2230 S Pleasant Valley Rd,Winchester,US,Chick-fil-A,22601,VA
618,71 S Conestoga Dr,Shippensburg,US,Wendy's,17257,PA
619,9695 Veterans Memorial Pkwy,O Fallon,US,Dairy Queen,63366,MO
620,2194 Lincoln Way West,Chambersburg,US,Burger King,17202,PA
621,3607 S Dixie Hwy,Franklin,US,Sonic Drive-In,45005,OH
622,2865 Bell Rd,Auburn,US,McDonald's,95603,CA
623,13446 Lincoln Way,Auburn,US,Burger King,95603,CA
624,4065 Cameron Park Dr,Shingle Springs,US,Carl's Jr.,95682,CA
625,4360 Golden Center Dr,Placerville,US,McDonald's,95667,CA
626,627 Washington St,Quincy,US,Pizza Hut,2169,MA
627,2210 SW Gatlin Blvd,Port Saint Lucie,US,Wendy's,34953,FL
628,2880 SW Port St Lucie Blvd,Port Saint Lucie,US,Burger King,34953,FL
629,1687 Dove Park Road,Mandeville,US,McDonald's,70471,LA
630,1011 Highway 51 North,Ponchatoula,US,Taco Bell,70454,LA
631,2045 Florida St,Mandeville,US,McDonald's,70448,LA
632,815 S Tyler St,Covington,US,SONIC Drive In,70433,LA
633,9572 Old Highway 99 North Rd,Burlington,US,SUBWAY,98233,WA
634,800 South Opdyke,Pontiac,US,Arby's,48341,MI
635,174 Littleton Rd,Westford,US,SUBWAY,1886,MA
636,6780 Waltons Ln,Gloucester,US,Chick-fil-A,23061,VA
637,4521 John Tyler Hwy,Williamsburg,US,McDonald's,23185,VA
638,5239 John Tyler Hwy,Williamsburg,US,Taco Bell,23185,VA
639,7099 George Washington Memorial Hwy,Gloucester,US,McDonald's,23061,VA
640,329 Second St,Williamsburg,US,McDonald's,23185,VA
641,1905 Pocahontas Trl,Williamsburg,US,Taco Bell,23185,VA
642,1907 Pocahontas Trl,Williamsburg,US,Wendy's,23185,VA
643,1660 Richmond Rd,Williamsburg,US,Cook Out,23185,VA
644,1350 Del Monte Blvd,Seaside,US,In-N-Out Burger,93955,CA
645,109 Skyline Dr,Ringwood,US,McDonald's,7456,NJ
646,4325 W Pierson Road,Flint,US,Arby's,48504,MI
647,1581 Van Horn Rd,Trenton,US,McDonald's,48183,MI
648,27255 Telegraph Rd,Flat Rock,US,McDonalds,48134,MI
649,22211 West Rd,Trenton,US,Jimmy John's,48183,MI
650,27067 Telegraph Rd,Flat Rock,US,Taco Bell,48134,MI
651,2051 N Highland Ave,Jackson,US,KFC,38305,TN
652,6530 Pearl Rd,Cleveland,US,Wendy's,44130,OH
653,5965 Andrews Rd,Mentor,US,Mr. Hero,44060,OH
654,401 Colemans Xing,Marysville,US,Jimmy John's,43040,OH
655,1641 NW Saint Lucie West Blvd,Port Saint Lucie,US,Taco Bell,34986,FL
656,1750 SW Saint Lucie West Blvd,Port Saint Lucie,US,McDonald's,34986,FL
657,108 Del Guzzi Dr,Port Angeles,US,Jimmy John's,98362,WA
658,7141 Durand Ave,Sturtevant,US,Arby's,53177,WI
659,600 South Street,Raynham,US,Taco Bell,2767,MA
660,2062 W Redlands Blvd,Redlands,US,Jack in the Box,92373,CA
661,602 E Redlands Blvd,Redlands,US,Del Taco,92373,CA
662,612 E Redlands Blvd,Redlands,US,McDonald's,92373,CA
663,605 E Redlands Blvd,Redlands,US,Jack in the Box,92373,CA
664,1626 W Redlands Blvd,Redlands,US,Nick's Burgers,92373,CA
665,1991 W Redlands Blvd,Redlands,US,Wendy's,92373,CA
666,1990 Ostrems Way,San Bernardino,US,Taco Bell,92407,CA
667,272 E 40th St,San Bernardino,US,Del Taco,92404,CA
668,1381 Kendall Dr,San Bernardino,US,Baker's Drive Thru,92407,CA
669,109 Taylor Ave,Manasquan,US,Domino's Pizza,8736,NJ
670,2428 Highway 35,Manasquan,US,McDonald's,8736,NJ
671,1331N N Church St,Hazleton,US,Burger King,18202,PA
672,2627 Highway 70,Manasquan,US,Jersey Mike's Subs,8736,NJ
673,17638 Chillicothe Rd,Chagrin Falls,US,McDonald's,44023,OH
674,3300 Highway 278 NE,Covington,US,Wendy's,30014,GA
675,10210 Hull Street Rd,Midlothian,US,Hardee's,23112,VA
676,2601 E Main St,Plainfield,US,Arby's,46168,IN
677,2687 E Main St,Plainfield,US,Chick-fil-A,46168,IN
678,3545 Pelham Pkwy,Pelham,US,SONIC Drive In,35124,AL
679,1668 Gadsden Hwy,Birmingham,US,Arby's,35235,AL
680,2329 Circle Dr W,Spirit Lake,US,Taco John's,51360,IA
681,1704 Military Rd,Benton,US,Taco Bell,72015,AR
682,14039 Highway 8 Business,El Cajon,US,Jack in the Box,92021,CA
683,293 West Clinton Street,Gray,US,Krystal,31032,GA
684,1718 State Rd,Vermilion,US,Taco Bell,44089,OH
685,1659 Lincoln Way East,Chambersburg,US,Arby's,17201,PA
686,1617 E Main St,Waynesboro,US,Burger King,17268,PA
687,1206 Courthouse Rd,Petersburg,US,McDonald's,23803,VA
688,1717 E Vista Chino Bldg E,Palm Springs,US,Taco Bell,92262,CA
689,7685 W Broadway Ave,Minneapolis,US,McDonald's,55428,MN
690,38 Northcrest Road,Weaverville,US,Sonic Drive-In,28787,NC
691,740 S Duchesne Dr,Saint Charles,US,Mc Donald's,63301,MO
692,803 Route 37 West,Toms River,US,Burger King,8755,NJ
693,1315 Elliot Dr,Middletown,US,Arby's,45042,OH
694,2300 Grass Valley Hwy,Auburn,US,Carl's Jr.,95603,CA
695,2905 Bell Rd,Auburn,US,Burger King,95603,CA
696,115 Logans Ferry Rd,New Kensington,US,McDonald's,15068,PA
697,4409 State Highway 42,Sheboygan,US,Hardee's,53083,WI
698,3629 State Route 5,Cortland,US,Mcdonalds,44410,OH
699,1 West Valley Avenue,Elysburg,US,McDonald's,17824,PA
700,525 N Harlem Ave,Oak Park,US,Mickey's Gyros & Ribs,60302,IL
701,1905 Pocahontas Trl,Williamsburg,US,KFC,23185,VA
702,1800 Daisy Street Ext,Clearfield,US,Long John Silvers,16830,PA
703,2370 S Market St,Elizabethtown,US,Burger King,17022,PA
704,2090 Lincoln Hwy E,Lancaster,US,Five Guys,17602,PA
705,844 E Main St,Ephrata,US,Five Guys,17522,PA
706,705 Graystone Rd,Manheim,US,Sensenig Poultry LLC,17545,PA
707,50 Townsedge Dr,Quarryville,US,Burger King,17566,PA
708,1641 Lincoln Hwy E,Lancaster,US,Burger King,17602,PA
709,531 N 3rd St,Columbia,US,Burger King,17512,PA
710,1130 E Dayton YellowSprings Rd,Fairborn,US,Arby's,45324,OH
711,174 Littleton Rd,Westford,US,Chipotle Mexican Grill,1886,MA
712,700 Dodge Ave Nw,Elk River,US,McDonald's,55330,MN
713,901 E Bishop St,Bellefonte,US,Burger King,16823,PA
714,1015 N Front St,Philipsburg,US,McDonald's,16866,PA
715,5300 Carlisle Pike,Mechanicsburg,US,Burger King,17050,PA
716,4810 Carlisle Pike,Mechanicsburg,US,Five Guys,17050,PA
717,150 Northshore Blvd Ste 5024,Slidell,US,Chick-Fil-A,70460,LA
718,313 Lowther St,Lemoyne,US,KFC,17043,PA
719,6101 Carlisle Pike,Mechanicsburg,US,Wendy's,17050,PA
720,1176 Harrisburg Pike,Carlisle,US,McDonald's,17013,PA
721,5550 Carlisle Pike,Mechanicsburg,US,McDonald's,17050,PA
722,4382 W Pierson Rd,Flint,US,Taco Bell,48504,MI
723,1249 Harrisburg Pike,Carlisle,US,Waffle House,17013,PA
724,711 Cleveland St,Elyria,US,Rally's,44035,OH
725,407 S 3rd St,Lemoyne,US,Burger King,17043,PA
726,4015 E Market St,York,US,McDonald's,17402,PA
727,1940 Rotunda Dr,Erie,US,Five Guys,16509,PA
728,191 Columbia Mall Dr,Bloomsburg,US,Burger King,17815,PA
729,100 Lunger Dr,Bloomsburg,US,McDonald's,17815,PA
730,817 Park Ave,Meadville,US,Burger King,16335,PA
731,4201 Tuscarawas St W,Canton,US,Jimmy John's,44708,OH
732,164 Warrenton Rd,Fredericksburg,US,Arby's,22405,VA
733,5107 Jefferson Davis Hwy,Fredericksburg,US,Hardee's,22408,VA
734,44 Stanstead Rd,Fredericksburg,US,McDonald's,22406,VA
735,75 Market Street,Gordonsville,US,Arby's,22942,VA
736,2171 N Frontage Rd W,Vail,US,McDonald's,81657,CO
737,295 Eby Creek,Eagle,US,Burger King,81631,CO
738,1551 Gulf Shores Pkwy,Gulf Shores,US,Arby's,36542,AL
739,1165 S McKenzie St,Foley,US,Taco Bell,36535,AL
740,2650 S Queen St,York,US,KFC,17402,PA
741,1170 Carlisle St,Hanover,US,KFC,17331,PA
742,2407 Highway 35,Manasquan,US,Wendy's,8736,NJ
743,75 Robinhood Dr,Etters,US,Burger King,17319,PA
744,1160 Carlisle St,Hanover,US,Burger King,17331,PA
745,2050 Route 70 W,Cherry Hill,US,Pei Wei,8002,NJ
746,718 Boulevard St,Dover,US,Taco Bell,44622,OH
747,1520 E Front St,Port Angeles,US,Frugals,98362,WA
748,1162 Boone Avenue Exit E,Kingsland,US,Burger King,31548,GA
749,27410 Jefferson Ave,Temecula,US,Jack in the Box,92590,CA
750,1201 Coulee Rd,Hudson,US,KFC,54016,WI
751,105 River Square Plz,Bessemer,US,Arby's,35023,AL
752,3069 Allison Bonnett Memorial Dr,Bessemer,US,McDonalds,35023,AL
753,3040 Allison Bonnett Memorial Dr,Bessemer,US,SONIC Drive In,35023,AL
754,3067 Allison Bonnett Memorial Dr,Bessemer,US,Captain D's,35023,AL
755,3380 Winfield Dunn Pkwy,Kodak,US,Krystal,37764,TN
756,975 Peeler Road,Salisbury,US,Bojangles' Famous Chicken 'n Biscuits,28147,NC
757,901 Boardwalk,Seaside Heights,US,Seaside Eatery,8751,NJ
758,1209 High St N,Millville,US,SUBWAY,8332,NJ
759,1258 Hooper Ave,Toms River,US,Chipotle Mexican Grill,8753,NJ
760,8530 Edinburgh Center Dr,Minneapolis,US,Taco Bell,55443,MN
761,611 Washington Blvd,Williamsport,US,Burger King,17701,PA
762,3198 US Highway 50 E,Carson City,US,Dairy Queen,89701,NV
763,50 Maynard St,Williamsport,US,Burger King,17701,PA
764,9951 W Florissant Ave,Saint Louis,US,Taco Bell,63136,MO
765,10873 W Florissant Ave,Saint Louis,US,McDonald's,63136,MO
766,3945 Missouri Flat Rd,Placerville,US,Jack in the Box,95667,CA
767,8020 Spotsylvania Mall,Fredericksburg,US,Chick-fil-A,22407,VA
768,1717 E Vista Chino,Palm Springs,US,McDonald's,92262,CA
769,191 Gateway Drive,Winchester,US,Bojangles' Famous Chicken 'n Biscuits,22603,VA
770,Hwy 5 Appalachian Parkway,East Ellijay,US,Burger King,30539,GA
771,286 Turnpike Rd,Westborough,US,Chick-fil-A,1581,MA
772,240 Cumberland Parkway,Mechanicsburg,US,Arby's,17055,PA
773,422 E Chicago St,Coldwater,US,Jimmy John's,49036,MI
774,432 Beechurst Ave,Morgantown,US,Subway,26505,WV
775,49 N Telegraph Rd,Waterford,US,Arby's,48328,MI
776,7060 George Washington Memorial Hwy,Gloucester,US,Sonic Drive-In,23061,VA
777,515 E Main St,Southbridge,US,McDonald's,1550,MA
778,736 Merrimac Trl,Williamsburg,US,Long John Silver's,23185,VA
779,256 Bobby Jones Expressway,Augusta,US,Krystal,30907,GA
780,981 Waterbury Falls Dr,O Fallon,US,Jimmy John's,63368,MO
781,4125 Ball Rd NE,Circle Pines,US,Burger King,55014,MN
782,3403 Wrightsboro Road,Augusta,US,Krystal,30909,GA
783,245 Summit Point Ln,Winston Salem,US,Cook Out,27105,NC
784,4408 W Pierson Rd,Flint,US,Burger King,48504,MI
785,27127 Telegraph Rd,Flat Rock,US,KFC,48134,MI
786,912 N Highway 190,Covington,US,Chick-Fil-A,70433,LA
787,3403 N Main St,Columbia,US,Burger King,29203,SC
788,536 Haywood Rd,Greenville,US,Waffle House,29607,SC
789,6515 White Horse Rd,Greenville,US,Burger King,29611,SC
790,925 Broad Street,Clinton,US,SONIC Drive In,29325,SC
791,651 Haywood Rd,Greenville,US,Burger King,29607,SC
792,2685 Laurens Rd,Greenville,US,Burger King,29607,SC
793,2506 Augusta Rd,West Columbia,US,Waffle House,29169,SC
794,425 Sumter Hwy,Camden,US,Waffle House,29020,SC
795,1012 W Dekalb St,Camden,US,Wendy's,29020,SC
796,2530 Main Street,Elgin,US,Bojangles' Famous Chicken 'n Biscuits,29045,SC
797,10125 Two Notch Rd,Columbia,US,KFC,29223,SC
798,2846 Charleston Hwy,West Columbia,US,Waffle House,29169,SC
799,66021 Van Dyke,Washington,US,Arby's,48095,MI
800,107 Travis Ave,Saluda,US,Burger King,29138,SC
801,7915 Garners Ferry Rd,Columbia,US,Burger King,29209,SC
802,139 Columbiana Circle,Columbia,US,Fazoli's,29212,SC
803,1212 W Main St,Lexington,US,Burger King,29072,SC
804,1928 Airport Blvd,West Columbia,US,Burger King,29169,SC
805,226 Longs Pond Rd,Lexington,US,Burger King,29072,SC
806,244 Strawberry Square,Harrisburg,US,Arby's,17101,PA
807,3094 NE 41st Pl,Homestead,US,Pollo Tropical,33033,FL
808,1110 E Hudson Blvd,Gastonia,US,Taco Bell,28054,NC
809,345 E Garrison Blvd,Gastonia,US,Arby's,28054,NC
810,7095 Engle Rd,Cleveland,US,Arby's,44130,OH
811,480 West Bagley Rd,Berea,US,Arby's,44017,OH
