ID,address,city,country,name,postalCode,state
3951,3936 Franklin St,Michigan City,US,Taco Bell,46360,IN
3952,125 NE Loop 564,Mineola,US,Taco Bell,75773,TX
3953,222 US Highway 66 E,Tell City,US,Taco Bell,47586,IN
3954,1701 Highway 43 North,Thomasville,US,Taco Bell,36784,AL
3955,15049 US Highway 19 S,Thomasville,US,Taco Bell,31792,GA
3956,2714 N Vermilion St,Danville,US,Taco Bell,61832,IL
3957,512 W 22nd St,Stuttgart,US,Taco Bell,72160,AR
3958,1319 S Muskogee Ave,Tahlequah,US,Taco Bell,74464,OK
3959,575 S Main St,Bishop,US,Jack in the Box,93514,CA
3960,105 E 5th St,Douglas,US,Carl's Jr.,85607,AZ
3961,104 5th St,Douglas,US,McDonald's,85607,AZ
3962,506 S Bloomfield Blvd,Bloomfield,US,KFC,87413,NM
3963,500 W Broadway Ave,Bloomfield,US,Domino's Pizza,87413,NM
3964,2000 South Ave 3 E,Yuma,US,Arby's,85365,AZ
3965,1720 West Thatcher Blvd,Safford,US,Arby's,85546,AZ
3966,3114 Pine St,Arkadelphia,US,McDonald's,71923,AR
3967,966 Gilberts Ferry Rd,Attalla,US,Arby's,35954,AL
3968,4708 W 7th St,Texarkana,US,Chicken Express,75501,TX
3969,78 Town St,Norwich,US,McDonald's,6360,CT
3970,109 Salem Tpke,Norwich,US,McDonald's,6360,CT
3971,561 Long Hill Rd,Groton,US,McDonald's,6340,CT
3972,1678 Connecticut 12,Gales Ferry,US,McDonald's,6335,CT
3973,117 Boston Post Rd,Waterford,US,McDonald's,6385,CT
3974,13731 Round Lake Blvd NW,Andover,US,McDonald's,55304,MN
3975,3149 S Perkins Rd,Memphis,US,Checkers,38118,TN
3976,14001 Towne Loop Blvd,Orlando,US,McDonald's,32837,FL
3977,8221 W Broward Blvd,Fort Lauderdale,US,KFC,33324,FL
3978,390 Foxon Blvd,New Haven,US,Burger King,6513,CT
3979,6080 S Congress Ave,Lake Worth,US,Burger King,33462,FL
3980,20505 Old Cutler Rd,Miami,US,Burger King,33189,FL
3981,1994 Silas Deane Hwy,Rocky Hill,US,McDonald's,6067,CT
3982,32 Shunpike Rd,Cromwell,US,KFC,6416,CT
3983,186 Prospect Ave,Hartford,US,Burger King,6106,CT
3984,2375 Berlin Tpke,Newington,US,McDonald's,6111,CT
3985,3181 Sr 44,New Smyrna Beach,US,McDonald's,32168,FL
3986,815 S Congress Ave,West Palm Beach,US,Burger King,33406,FL
3987,1452 Pasadena Ave S,Saint Petersburg,US,Wendy's,33707,FL
3988,2300 W Sunrise Blvd,Fort Lauderdale,US,Mcdonalds,33311,FL
3989,9220 W Commercial Blvd,Fort Lauderdale,US,McDonald's,33351,FL
3990,171 S Indiana Ave,Englewood,US,Burger King,34223,FL
3991,415 US Highway 41 Byp N,Venice,US,Burger King,34285,FL
3992,1855 N Flamingo Rd,Fort Lauderdale,US,Burger King,33323,FL
3993,7299 W Commercial Blvd,Fort Lauderdale,US,Burger King,33319,FL
3994,2201 W Oakland Park Blvd,Fort Lauderdale,US,Burger King,33311,FL
3995,7871 Pines Blvd,Hollywood,US,Burger King,33024,FL
3996,3200 N University Dr,Fort Lauderdale,US,Burger King,33351,FL
3997,131 West 23rd St,Panama City,US,Krystal,32405,FL
3998,235 Palm Bay Rd W,Melbourne,US,McDonald's,32904,FL
3999,18878 Coastal Hwy,Rehoboth Beach,US,McDonald's,19971,DE
4000,28669 E Dupont Hwy,Millsboro,US,Arby's,19966,DE
4001,820 Norman Eskridge Hwy,Seaford,US,Pizza Hut,19973,DE
4002,2340 St Rd 16,Saint Augustine,US,McDonald's,32084,FL
4003,11400 Forest Ln,Clive,US,McDonald's,50325,IA
4004,163 Altama Connector,Brunswick,US,Arby's,31525,GA
4005,410 S Columbia Ave Ste Q,Rincon,US,Arby's,31326,GA
4006,4690 Us Highway 80 E,Savannah,US,Five Guys,31410,GA
4007,13791 US Highway 19 S,Thomasville,US,Jimmy John's,31792,GA
4008,523 S Burlington Ave,Hastings,US,Subway,68901,NE
4009,440 West 3rd,Chadron,US,Arby's,69337,NE
4010,3706 Cimarron Ave,Hastings,US,Taco Bell,68901,NE
4011,927 W 14th St,Hastings,US,Burger King,68901,NE
4012,710 Riverside Mall,Utica,US,McDonald's,13502,NY
4013,225 Western Ave,Augusta,US,Subway,4330,ME
4014,2423 N Main St,Roswell,US,Domino's Pizza,88201,NM
4015,2110 N Main St,Roswell,US,Whataburger,88201,NM
4016,1101 N Main St,Roswell,US,Wendy's,88201,NM
4017,1103 Main Ave,Crete,US,Runza,68333,NE
4018,223 W 4th Street,Holloman Air Force Base,US,McDonalds,88330,NM
4019,421 S White Sands Blvd,Alamogordo,US,Arby's,88310,NM
4020,1518 E Santa Fe Ave,Grants,US,Taco Bell,87020,NM
4021,1335 Grand Ave,Las Vegas,US,Burger King,87701,NM
4022,200 N Main St,Roswell,US,Subway,88201,NM
4023,1800 W Santa Fe Ave,Grants,US,KFC,87020,NM
4024,324 S Canal St,Carlsbad,US,Wendy's,88220,NM
4025,1305 W Pierce,Carlsbad,US,Arby's,88220,NM
4026,1231 Union Ave,Laconia,US,McDonald's,3246,NH
4027,585 Union Ave,Laconia,US,Domino's Pizza,3246,NH
4028,1711 7th St,Las Vegas,US,Arby's,87701,NM
4029,611 Mills Ave,Las Vegas,US,Domino's Pizza,87701,NM
4030,1415 7th St,Las Vegas,US,Taco Bell,87701,NM
4031,276 Grant Ave,Auburn,US,KFC,13021,NY
4032,5800 Tri State Toll Rd,Hinsdale,US,Subway,60521,IL
4033,171 Market St,Potsdam,US,McDonald's,13676,NY
4034,1602 State Highway 37,Massena,US,Taco Bell,13662,NY
4035,176 Market St,Potsdam,US,Burger King,13676,NY
4036,735 Broad St,Salamanca,US,McDonald's,14779,NY
4037,379 Chestnut St,Oneonta,US,McDonald's,13820,NY
4038,732 State Highway 28,Oneonta,US,Taco Bell,13820,NY
4039,5044 State Highway 23,Oneonta,US,Burger King,13820,NY
4040,10389 Airline Hwy,Baton Rouge,US,Waffle House,70816,LA
4041,21182 Salmon Run Mall Loop W Ste 204,Watertown,US,Taco Bell,13601,NY
4042,2291 Roosevelt Rd,Marinette,US,McDonalds,54143,WI
4043,555 Albany Ave,Kingston,US,McDonald's,12401,NY
4044,4407 Mcmasters Ave,Hannibal,US,McDonald's,63401,MO
4045,412 N State St,Park Hills,US,Taco Bell,63601,MO
4046,1208 N Desloge Dr,Park Hills,US,Jack in the Box,63601,MO
4047,1303 S Perryville Blvd,Perryville,US,Taco Bell,63775,MO
4048,1302 S Perryville Blvd,Perryville,US,McDonald's,63775,MO
4049,1205 S Perryville Blvd,Perryville,US,Burger King,63775,MO
4050,900 E Avenue E,Alpine,US,McDonald's,79830,TX
4051,15232 Bluebird St NW,Andover,US,McDonald's,55304,MN
4052,1301 Commercial Ave,Anacortes,US,McDonald's,98221,WA
4053,460 S State St,Clarksdale,US,McDonald's,38614,MS
4054,18201 Mack Ave,Grosse Pointe,US,McDonald's,48236,MI
4055,1505 Main St,Hamilton,US,McDonald's,45013,OH
4056,Route 12b,Hamilton,US,McDonald's,13346,NY
4057,880 Horizon South Pkwy,Grovetown,US,McDonald's,30813,GA
4058,1101 N Service Rd E,Ruston,US,Ryan's,71270,LA
4059,98 Mcmeans Ave,Bay Minette,US,McDonald's,36507,AL
4060,320 Cross County Plz,Batesville,US,McDonald's,47006,IN
4061,4942 Lanier Islands Pkwy,Buford,US,Shoney's on the Go,30518-1714,GA
4062,3302 16th St,Bedford,US,McDonald's,47421,IN
4063,110 Woolper Ave,Cincinnati,US,Richie's Restaurant,45220-1216,OH
4064,1074 Idaho St Ste 150,Elko,US,Quiznos,89801,NV
4065,2520 S Maryland Pkwy Ste A,Las Vegas,US,Domino's Pizza,89109,NV
4066,803 S Park Dr,Broken Bow,US,Sonic Drive-In,74728,OK
4067,3220 Fountain Way,Winnemucca,US,Burger King,89445,NV
4068,1930 W Winnemucca Blvd,Winnemucca,US,McDonald's,89445,NV
4069,2500 Idaho St,Elko,US,Burger King,89801,NV
4070,1900 Idaho St Ste 101,Elko,US,Domino's Pizza,89801,NV
4071,8908 Reading Rd,Cincinnati,US,McDonald's,45215,OH
4072,2080 E King St,Franklin,US,McDonald's,46131,IN
4073,1332 US Route 302,Barre,US,McDonald's,5641,VT
4074,488 490th Court St,Binghamton,US,McDonald's,13904,NY
4075,2571 Commerce Pkwy,Barstow,US,McDonald's,92311,CA
4076,2441 SE Washington Blvd,Bartlesville,US,McDonald's,74006,OK
4077,1995 Idaho St,Elko,US,Mcdonalds,89801,NV
4078,5336 N Croatan Hwy,Kitty Hawk,US,McDonald's,27949,NC
4079,2540 Mountain City Hwy,Elko,US,McDonald's,89801,NV
4080,801 Dillingham Blvd,Honolulu,US,Yellow Cab Pizza Co.,96817,HI
4081,5205 S Croatan Hwy,Nags Head,US,SONIC Drive In,27959,NC
4082,6350 Tara Blvd,Jonesboro,US,Waffle House,30236,GA
4083,107 Lakeview Dr,Belgium,US,McDonald's,53004,WI
4084,2380 New Hampshire 16,West Ossipee,US,McDonald's,3890,NH
4085,210 W Highway 90,Dayton,US,McDonald's,77535,TX
4086,2020 Rock Rd,De Soto,US,McDonald's,63020,MO
4087,618 S Highway 90,Benson,US,McDonald's,85602,AZ
4088,7010 NW 23rd St,Bethany,US,McDonald's,73008,OK
4089,1700 N Wood St,Gilmer,US,McDonald's,75644,TX
4090,4100 Miller St,Bethany,US,McDonald's,64424,MO
4091,2850 W University Dr,Denton,US,McDonald's,76201,TX
4092,118 North Highway 281,Falfurrias,US,McDonald's,78355,TX
4093,999 E Mount Pleasant Rd,Evansville,US,McDonald's,47725,IN
4094,525 4th St NW,Faribault,US,McDonald's,55021,MN
4095,594 Middle Country Rd,Saint James,US,KFC,11780,NY
4096,16758 Highway 280,Chelsea,US,McDonald's,35043,AL
4097,1535 S Main St,Chelsea,US,McDonalds,48118,MI
4098,3103 E Grand Ave,Laramie,US,Wendy's,82070,WY
4099,99 Paul Carr Dr,Checotah,US,McDonald's,74426,OK
4100,3112 S Glen Ave,Glenwood Springs,US,Mcdonald's,81601,CO
4101,1312 Murfreesboro Rd,Franklin,US,Waffle House,37064,TN
4102,3195 N Vermilion St,Danville,US,McDonald's,61832,IL
4103,612 Tennessee Ave,Dalhart,US,McDonald's,79022,TX
4104,214 Prospect Ave,Hartford,US,McDonalds,6106,CT
4105,76 Brainard Rd,Hartford,US,McDonald's,6114,CT
4106,507 Flatbush Ave,Hartford,US,McDonald's,6106,CT
4107,999 Highway 80,Haughton,US,McDonald's,71037,LA
4108,3020 Western Center Blvd,Fort Worth,US,Waffle House,76131,TX
4109,984 N Main St,Bluffton,US,McDonald's,46714,IN
4110,1275 Parkway Dr,Blackfoot,US,McDonald's,83221,ID
4111,5288 W Genesee St,Camillus,US,McDonald's,13031,NY
4112,106 Pearl St,Essex Junction,US,McDonald's,5452,VT
4113,1205 Williston Rd,South Burlington,US,McDonald's,5403,VT
4114,71 Upper Main St,Essex Junction,US,McDonald's,5452,VT
4115,102 Morgan St,Durham,US,McDonald's,27701,NC
4116,3755 E Andrew Johnson Hwy,Greeneville,US,McDonald's,37745,TN
4117,2060 Holliday Dr,Dubuque,US,McDonald's,52002,IA
4118,751 N Carol Malone Blvd,Grayson,US,McDonald's,41143,KY
4119,1261 Burnside Ave,East Hartford,US,McDonald's,6108,CT
4120,900 N Main St,Greenville,US,McDonald's,42345,KY
4121,60 Smithfield Blvd,Plattsburgh,US,Taco Bell,12901,NY
4122,333 Cornelia St,Plattsburgh,US,KFC,12901,NY
4123,424 Margaret St,Plattsburgh,US,McDonald's,12901,NY
4124,397 State Route 3,Plattsburgh,US,Wendy's,12901,NY
4125,349 Cornelia St,Plattsburgh,US,McDonald's,12901,NY
4126,520 Ramada Blvd,Collinsville,US,McDonald's,62234,IL
4127,340 W Hanley Ave,Coeur D Alene,US,McDonald's,83815,ID
4128,79 Heineberg Dr,Colchester,US,McDonald's,5446,VT
4129,390 S 8th St,Colorado Springs,US,McDonald's,80905,CO
4130,1001 Spartan Dr,Columbia City,US,McDonald's,46725,IN
4131,918 Lake Ave,Ashtabula,US,McDonald's,44004,OH
4132,2248 Jacksboro Hwy,Fort Worth,US,McDonald's,76114,TX
4133,980 Jamestown St,Columbia,US,McDonald's,42728,KY
4134,420 S East Ave,Columbus,US,McDonald's,66725,KS
4135,3402 Avenue L,Fort Madison,US,McDonald's,52627,IA
4136,2865 Olentangy River Rd,Columbus,US,McDonald's,43202,OH
4137,200 Loop 59,Atlanta,US,McDonald's,75551,TX
4138,1500 N US Highway 285,Fort Stockton,US,McDonald's,79735,TX
4139,1414 S Main St,Atmore,US,McDonald's,36502,AL
4140,1109 W 7th St,Auburn,US,McDonald's,46706,IN
4141,7409 N FM 620 Rd,Austin,US,McDonald's,78726,TX
4142,1222 Highway 70 West,Marion,US,McDonald's,28752,NC
4143,600 New West Henderson St,Marion,US,McDonald's,28752,NC
4144,220 E Oak St,Conway,US,McDonald's,72032,AR
4145,464 South Blvd,Brewton,US,McDonald's,36426,AL
4146,101 S Highway 53,Cook,US,McDonald's,55723-8146,MN
4147,702 N Main St,Bristow,US,McDonald's,74010,OK
4148,1027 Putney Rd,Brattleboro,US,McDonald's,5301,VT
4149,802 E 2nd St,Corinth,US,McDonald's,38834-4121,MS
4150,3342 S Alpine Rd,Rockford,US,Burger King,61109,IL
4151,4212 E Washington Ave,Madison,US,Chick-Fil-A,53704,WI
4152,323 W Plaza Dr,Columbia City,US,KFC,46725,IN
4153,1934 Manchester Expy,Columbus,US,KFC,31904,GA
4154,5000 Shelbyville Rd,Louisville,US,Chick-fil-A,40207,KY
4155,1300 Jensen Ave,Sanger,US,Jack in the Box,93657,CA
4156,3405 Candlers Mountain Rd Ste Fc6,Lynchburg,US,Chick-fil-A,24502,VA
4157,2911 Auburn St,Rockford,US,Burger King,61101,IL
4158,5888 Highway 53,Braselton,US,McDonald's,30517,GA
4159,2923 Lakewood Village Dr,North Little Rock,US,Five Guys,72116-8033,AR
4160,6652 Strip Ave Nw,North Canton,US,Five Guys,44720,OH
4161,2401 N Morton St,Franklin,US,KFC,46131,IN
4162,3040 Krafft Rd,Fort Gratiot,US,KFC,48059,MI
4163,2110 SR 9 South,Anderson,US,Rally's,46016,IN
4164,5711 Chalkville Rd,Birmingham,US,Jack's,35235,AL
4165,4201 S Noland Rd Ste A,Independence,US,Quiznos,64055,MO
4166,1540 E Highway 372,Pahrump,US,KFC,89048,NV
4167,1979 E 16th St,Yuma,US,Five Guys,85365,AZ
4168,1980 Petersburg Rd,Hebron,US,McDonald's,41048,KY
4169,700 North Sandusky Ave,Bucyrus,US,Arby's,44820,OH
4170,3140 Elm Point Industrial Dr,Saint Charles,US,Lion's Choice,63301,MO
4171,4280 Cemetery Rd,Hilliard,US,McDonald's,43026,OH
4172,248 Sun Rd,Delhi,US,SONIC Drive In,71232,LA
4173,3475 Construction Way,Winnemucca,US,Taco Bell,89445,NV
4174,901 W Pearce Blvd,Wentzville,US,Lion's Choice,63385,MO
4175,Highway 114 West,Dexter,US,McDonald's,63841,MO
4176,1201 E Virginia St,Evansville,US,Rally's Hamburgers,47711,IN
4177,441 W Southline St,Cleveland,US,McDonald's,77327,TX
4178,104 Providence Hwy,East Walpole,US,Five Guys,2032,MA
4179,401 S Aurora St,Eldon,US,McDonald's,65026,MO
4180,402 S Poplar St,Elizabethtown,US,McDonald's,28337,NC
4181,82 US Highway 62 W,Eddyville,US,McDonald's,42038,KY
4182,337 N Mayo Trl,Paintsville,US,Fazoli's,41240-1805,KY
4183,1607 E Ohio St,Clinton,US,McDonald's,64735,MO
4184,2424 N Ridge Rd E,Ashtabula,US,McDonald's,44004,OH
4185,401 E Trenton Rd,Edinburg,US,McDonald's,78539,TX
4186,11995 N US Highway 31,Edinburgh,US,McDonald's,46124,IN
4187,1796 E State Road 163,Clinton,US,McDonald's,47842,IN
4188,7668 Mall Rd,Florence,US,Five Guys,41042,KY
4189,709 Highway 33 S,Cloquet,US,McDonald's,55720,MN
4190,201 Valley Mall Pkwy,East Wenatchee,US,McDonald's,98802,WA
4191,55 S Oak Ave Unit B,Eaton,US,McDonald's,80615,CO
4192,1480 Westbank Expy,Westwego,US,Sonic Drive-In,70094,LA
4193,18126 Euclid Ave,Cleveland,US,Popeye's Louisiana Kitchen,44112,OH
4194,10 E Sycamore St,Canton,US,McDonald's,61520,IL
4195,250 Cumberland St,Bogalusa,US,McDonald's,70427,LA
4196,2501 Simpson Ave,Hoquiam,US,McDonald's,98550,WA
4197,824 S Dixie Hwy,Hoopeston,US,McDonald's,60942,IL
4198,285 N Front St,Braidwood,US,McDonald's,60408,IL
4199,123 Northstar Dr,Holts Summit,US,McDonald's,65043,MO
4200,803 N 2nd St,Booneville,US,McDonald's,38829,MS
4201,490 Americana,Boonville,US,McDonald's,65233,MO
4202,410 W 4th Ave,Holdrege,US,McDonald's,68949,NE
4203,203 N 1st St,Hiawatha,US,SONIC Drive In,66434,KS
4204,4883 State Route 125,Georgetown,US,McDonald's,45121,OH
4205,700 Haddonfield Berlin Rd,Voorhees,US,Five Guys,8043,NJ
4206,6441 Lee Hwy,Warrenton,US,Five Guys,20187,VA
4207,2302 E Main St,Gatesville,US,McDonald's,76528,TX
4208,220 Portland Way N,Galion,US,McDonald's,44833,OH
4209,1339 Coolidge Hwy,Troy,US,Five Guys,48084,MI
4210,1001 N Main St,Lamar,US,SONIC Drive In,81052,CO
4211,2510 E Grand Ave,Laramie,US,SONIC Drive In,82070,WY
4212,1820 Grande Ave,Monte Vista,US,Sonic Drive-In,81144,CO
4213,211 Stone St,Morehead,US,SONIC Drive In,40351,KY
4214,501 S Elm St,Washington Court House,US,Rancher's Roast Beef Inc.,43160,OH
4215,805 Keyser Ave,Natchitoches,US,Sonic Drive-In,71457,LA
4216,10885 Randolph St,Crown Point,US,McDonald's,46307,IN
4217,302 Philadelphia St,Covington,US,McDonald's,41011,KY
4218,175 N Stephanie St Ste 100,Henderson,US,Qdoba Mexican Grill,89074,NV
4219,2815 Keith Bridge Rd,Cumming,US,McDonald's,30041,GA
4220,1104 Malcolm Ave,Newport,US,SONIC Drive In,72112,AR
4221,24078 Lake Dr,Crestline,US,McDonald's,92325,CA
4222,6410 W Highway 146,Crestwood,US,McDonald's,40014,KY
4223,1115 E Loop 304,Crockett,US,McDonald's,75835,TX
4224,316 North main Street,West Hartford,US,Five Guys,6117,CT
4225,2050 8th Ave,West Linn,US,Five Guys,97068,OR
4226,4400 Sergeant Rd Ste 214,Sioux City,US,Chick-fil-A,51106,IA
4227,695 Commonwealth Dr,Norton,US,Sonic Drive-In,24273,VA
4228,58 McFarland Blvd,Northport,US,SONIC Drive In,35476,AL
4229,635 Highway 165 S,Oakdale,US,Sonic Drive-In,71463,LA
4230,2119 N Baltimore St,Kirksville,US,SONIC Drive In,63501,MO
4231,208 Johnny Bench Dr Ste B,Oklahoma City,US,Sonic Drive-In,73104,OK
4232,1701 3rd Ave W Ste 254,Dickinson,US,QDOBA Mexican Eats,58601,ND
4233,3000 S I 35 Service Rd,Oklahoma City,US,Sonic Drive-In,73129,OK
4234,1726 S Main St,Bellefontaine,US,Arby's,43311,OH
4235,1801 SW Wanamaker Rd Ste VC3,Topeka,US,Chick-fil-A,66604,KS
4236,909 E Wishkah St,Aberdeen,US,McDonald's,98520,WA
4237,45 Barber Blvd,Waynesville,US,Chick-fil-A,28786,NC
4238,1701 Mcfarland Blvd E Ste 190,Tuscaloosa,US,Chick-fil-A,35404,AL
4239,317 S 1st St,Pulaski,US,Sonic Drive-In,38478,TN
4240,675 Wapiti Ct,Rifle,US,SONIC Drive In,81650,CO
4241,5040 Rutgers St NW Bldg B,Roanoke,US,Sonic Drive-In,24012,VA
4242,3555 Franklin Rd SW,Roanoke,US,Sonic Drive-In,24014,VA
4243,17 E Us Highway 22 And 3,Maineville,US,Gold Star Chili,45039,OH
4244,8150 Arbor Square Dr,Mason,US,Gold Star Chili,45040,OH
4245,507 W California Ave,Ruston,US,Sonic Drive-In,71270,LA
4246,2105 Farmerville Hwy,Ruston,US,SONIC Drive In,71270,LA
4247,1601 Triangle Dr,Ridgecrest,US,Pizza Factory,93555,CA
4248,811 N Jefferson St,Saint James,US,SONIC Drive In,65559,MO
4249,310 Mount Zion Rd,Florence,US,Gold Star Chili,41042,KY
4250,1246 Main St,Hamilton,US,Gold Star Chili,45013,OH
4251,4717 Jackson St,Alexandria,US,McDonald's,71303,LA
4252,520 San Antonio Ave,Many,US,SONIC Drive In,71449,LA
4253,1210 N Main St,Marion,US,Sonic Drive-In,24354,VA
4254,800 N 3rd St,Manhattan,US,SONIC Drive In,66502,KS
4255,700 Pointe Tremble Rd,Algonac,US,McDonald's,48001,MI
4256,1809 Beltline Rd SW,Decatur,US,Chick-Fil-A,35601,AL
4257,1001 Rainbow Dr Ste 61,Gadsden,US,Chick-fil-A,35901,AL
4258,1007 W Broadway Ave,Forest Lake,US,Culver's,55025,MN
4259,7768 U. S. Route 36,Sunbury,US,Burger King,43074,OH
4260,901 6th Ave SE,Aberdeen,US,Jimmy John's,57401,SD
4261,1333 Park St,Stoughton,US,Burger King,2072,MA
4262,1287 N Main St,River Falls,US,Burger King,54022,WI
4263,2501 Queensgate Dr,Richland,US,Burger King,99352,WA
4264,3108 Audubon Dr,Laurel,US,SUBWAY,39440,AL
4265,2167 University Ave,Riverside,US,Burger King,92507,CA
4266,333 Lincoln St,Rhinelander,US,Burger King,54501,WI
4267,451 W Coulter Ave,Powell,US,Domino's Pizza,82435,WY
4268,202 W Yeagua St,Groesbeck,US,Dairy Queen,76642,TX
4269,8174 NW Prairie View Rd,Kansas City,US,In-A-Tub,64151,MO
4270,201 First Street,Crossett,US,KFC,71635,AR
4271,1653 Martin St N,Pell City,US,Chick-fil-A,35125,AL
4272,2 Sandy Pond Rd,Ayer,US,McDonald's,1432,MA
4273,2350 Miracle Mile Ste 100,Bullhead City,US,Jack In The Box,86442,AZ
4274,703 N 10th Ave,Caldwell,US,Jack In The Box,83605,ID
4275,289 57th Ave NE,Minneapolis,US,Burger King,55432,MN
4276,314 W Main St,Senatobia,US,Domino's Pizza,38668,MS
4277,2200 E Kenwood Blvd,Milwaukee,US,Burger King,53211,WI
4278,15320 S Interstate 35,Buda,US,Jack in the Box,78610,TX
4279,419 S Washington Ave,Cleveland,US,Jack in the Box,77327,TX
4280,837 New York Ave,Huntington,US,Burger King,11743,NY
4281,1606 Highway 291 North,Harrisonville,US,KFC,64701,MO
4282,177 Route 17 South,Hasbrouck Heights,US,KFC,7604,NJ
4283,1923 Highway 82 E,Greenville,US,KFC,38703,MS
4284,1501 S Business 54,Eldon,US,Taco Bell,65026,MO
4285,5999 Bullard Ave,New Orleans,US,Burger King,70128,LA
4286,1221 N Caron Rd Unit 700,Rochelle,US,Taco Bell,61068,IL
4287,810 E McGalliard Rd,Muncie,US,Burger King,47303,IN
4288,605 NE Service Rd,Warrenton,US,Jack in the Box,63383,MO
4289,1957 Central Ave,Dubuque,US,KFC,52001,IA
4290,1014 Highway 82 E,Indianola,US,KFC,38751,MS
4291,931 Highway 89,Page,US,Jack in the Box,86040,AZ
4292,1010 S McKenzie St,Foley,US,McDonald's,36535,AL
4293,300 S 2nd St,Folkston,US,McDonald's,31537,GA
4294,620 Rehoboth Ave.,Rehoboth Beach,US,Crystal Restaurant,19971,DE
4295,706 E Atlantic St,South Hill,US,Burger King,23970,VA
4296,1426 Bickford Ave,Snohomish,US,Burger King,98290,WA
4297,285 N Mccarran Blvd,Sparks,US,Burger King,89431,NV
4298,5701 Backlick Rd,Springfield,US,Burger King,22151,VA
4299,42750 Jackson St Bldg A,Indio,US,KFC,92203,CA
4300,2951 E Overland Rd Ste 100,Meridian,US,Jimmy John's,83642,ID
4301,913 E Fort Union Blvd,Midvale,US,Jimmy John's,84047,UT
4302,5340 Franklin St,Michigan City,US,Jimmy John's,46360,IN
4303,1133 North Loop E340,Waco,US,KFC,76705,TX
4304,5646 Allen Way Ste 120,Castle Rock,US,Jimmy John's,80108,CO
4305,101 Creekside Xing Ste 1400,Brentwood,US,Jimmy John's,37027,TN
4306,7980 Winchester Rd,Memphis,US,KFC,38125,TN
4307,1202 Main St,Imperial,US,Jack in the Box,63052,MO
4308,134 W State St,West Lafayette,US,Jimmy John's,47906,IN
4309,4800 W Clearwater Ave,Kennewick,US,Jack in the Box,99336,WA
4310,33313 Bernard Dr,Kettleman City,US,Jack in the Box,93239,CA
4311,3800 E Elms Rd,Killeen,US,Jack in the Box,76542,TX
4312,2235 Burton Ln,Martinsville,US,KFC,46151,IN
4313,1780 S Victoria Ave,Ventura,US,Jimmy John's,93003,CA
4314,3061 Phoenix Center Dr,Washington,US,Jimmy John's,63090,MO
4315,9239 Floer Dr,West Chester,US,Jimmy John's,45069,OH
4316,8907 S Howell Ave Ste 700,Oak Creek,US,Jimmy John's,53154,WI
4317,Highway 43 and Gandy Street,Russellville,US,KFC,35653,AL
4318,Upham & Columbus Avenue,Rochester,US,KFC,3867,NH
4319,1810 N Morton Ave,Morton,US,Burger King,61550,IL
4320,3129 N University St,Peoria,US,Burger King,61604,IL
4321,200 Clinton Ave,Saint Clair,US,Burger King,48079,MI
4322,100 SE 25th Ave,Mineral Wells,US,Chicken Express,76067,TX
4323,201 E Avenue G,Midlothian,US,Chicken Express,76065,TX
4324,3070 Bienville Blvd,Ocean Springs,US,KFC,39564,AL
4325,1425 Market Blvd Ste 900,Roswell,US,Burger King,30076,GA
4326,1812 E Main St,Alice,US,Long John Silvers,78332,TX
4327,126 E Ovilla Rd,Red Oak,US,Chicken Express,75154,TX
4328,1301 W Cameron Ave,Rockdale,US,Chicken Express,76567,TX
4329,1698 Rice St,Saint Paul,US,Burger King,55113,MN
4330,1215 S Main St,Greenville,US,McDonald's,38701,MS
4331,4199 Veterans Memorial Pkwy,Saint Peters,US,Burger King,63376,MO
4332,800 W Main St,Boonville,US,Long John Silver's,47601-3004,IN
4333,8118 Montgomery Rd,Cincinnati,US,Jimmy John's,45236,OH
4334,1149 S Main St,Chelsea,US,Jimmy John's,48118,MI
4335,720 Lake Shore Dr W,Ashland,US,McDonald's,54806,WI
4336,783 Ness Corner Rd,Port Hadlock,US,Burger's Landing,98339-9411,WA
4337,691 W US Highway 84,Fairfield,US,Jack in the Box,75840,TX
4338,2660 Florida St,Mandeville,US,Isabella's Pizzeria,70448,LA
4339,620 Highway 138 Nw,Monroe,US,Chick-fil-A,30655,GA
4340,1605 Terrace Heights Way,Yakima,US,Burger King,98901,WA
4341,3291 Court St,Pekin,US,McDonald's,61554,IL
4342,1513A Highway 1 S,Greenville,US,Domino's Pizza,38701,MS
4343,108 N 4th St,Chillicothe,US,Hardee's,61523,IL
4344,15359 S Interstate 35,Buda,US,McDonald's,78610,TX
4345,9460 Quivira Rd,Lenexa,US,Burger King,66215,KS
4346,4671 Bauer Farm Dr,Lawrence,US,Burger King,66049,KS
4347,1725 N Roosevelt Ave,Burlington,US,McDonald's,52601,IA
4348,300 N 193rd East Ave,Catoosa,US,McDonald's,74015,OK
4349,801 W Park Ave,Greenwood,US,KFC,38930,MS
4350,900 Oakdale Rd,Modesto,US,Jack in the Box,95355,CA
4351,801 Kansas Ave,Modesto,US,Jack in the Box,95351,CA
4352,9800 Fredericksburg Rd,San Antonio,US,Chick-fil-A,78288,TX
4353,3149 US Highway 227,Carrollton,US,McDonald's,41008-8031,KY
4354,11 Dixon Springs Hwy,Carthage,US,McDonald's,37030,TN
4355,1205 N Lee Hwy,Lexington,US,Burger King,24450,VA
4356,733 W Main St,Carlinville,US,McDonald's,62626,IL
4357,18010 William Rd,Carlyle,US,McDonald's,62231,IL
4358,106 E Northpoint Dr,Streator,US,Burger King,61364,IL
